Product ID,Product Name,Category,Sub-Category,Orders,Quantity,Sales,Profit,Avg_Discount,Profit_Margin
FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,3,14,802.074,106.47,0.19999999999999998,0.13274336283185842
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,4,12,1646.9180000000001,-285.9484,0.2475,-0.17362637362637362
FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,4,10,1427.683,-8.549,0.15,-0.005988023952095808
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,9,34,3317.7235,135.58870000000002,0.16666666666666666,0.04086799276672695
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,8,34,3626.0056,-208.6504,0.23375,-0.05754276827371695
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,4,17,2904.161,-170.83299999999997,0.2,-0.05882352941176469
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,2,4,489.37919999999997,-70.8312,0.16,-0.14473684210526316
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,6,17,858.858,-9.93719999999999,0.245,-0.011570247933884286
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,8,31,1897.8102,-612.9386999999999,0.315,-0.32297154899894626
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,2,9,1072.344,-78.36359999999999,0.15,-0.07307692307692307
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,7,31,4886.46,566.4674,0.15,0.11592592592592592
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,9,32,1426.8878,-20.293,0.23000000000000004,-0.014221861032100772
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,5,24,15610.9656,-669.5448000000001,0.23399999999999999,-0.042889390519187366
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,6,36,6584.64,814.416,0.13333333333333333,0.12368421052631579
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,6,14,3528.79,514.366,0.16666666666666666,0.14576271186440679
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,7,25,1757.266,-166.00900000000001,0.17142857142857146,-0.09447004608294932
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs,4,10,2032.35,-460.666,0.25,-0.22666666666666668
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,5,17,6084.144,697.1415,0.16,0.11458333333333331
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,9,34,2647.809,49.13459999999999,0.14444444444444446,0.01855670103092783
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,12,51,10637.528,1927.442,0.14166666666666666,0.1811926605504587
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,9,42,4770.633,-197.5848,0.16666666666666666,-0.04141689373297003
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs,5,23,685.588,115.7354,0.12,0.16881188118811882
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,8,27,5697.76,870.16,0.125,0.1527196652719665
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,9,32,3955.676,573.7239999999999,0.15555555555555556,0.1450381679389313
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,2,13,2207.956,231.6544,0.1,0.10491803278688525
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,11,39,6008.536,785.4532,0.13636363636363635,0.13072289156626507
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,6,18,4626.582,750.7284000000001,0.11666666666666665,0.16226415094339622
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,8,25,2913.9139999999998,-445.391,0.2,-0.1528497409326425
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,10,44,5294.456,833.5952,0.16,0.1574468085106383
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,5,12,463.099,-80.4062,0.24,-0.17362637362637362
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,10,39,1978.925,197.89249999999998,0.16,0.09999999999999999
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,3,10,1087.92,-149.589,0.20000000000000004,-0.13749999999999998
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,9,32,12975.382,951.8620000000001,0.2,0.07335907335907337
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,8,34,2389.125,336.375,0.1625,0.1407942238267148
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,7,21,5861.532999999999,701.98,0.18571428571428572,0.11976047904191618
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,7,20,2200.464,-130.98,0.14285714285714285,-0.05952380952380952
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,6,18,1686.904,-36.473600000000005,0.15,-0.021621621621621623
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,7,32,3989.734,425.75960000000003,0.15714285714285717,0.10671378091872792
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,5,13,1689.968,-114.6764,0.18,-0.06785714285714285
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,4,26,881.192,170.8512,0.15,0.19388646288209607
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,Furniture,Chairs,3,10,967.84,12.097999999999999,0.19999999999999998,0.012499999999999999
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,8,28,8774.5,1305.6456,0.1,0.14880000000000002
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,6,17,1420.504,229.3922,0.11666666666666668,0.1614864864864865
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,7,21,1775.68,-228.61880000000002,0.21428571428571427,-0.12875
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs,5,12,245.088,14.9184,0.2,0.06086956521739131
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,8,39,21870.576,5.684341886080802e-14,0.2,2.599081929109138e-18
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,2,7,694.194,-158.48579999999998,0.25,-0.2283018867924528
FUR-CH-10002073,Hon Olson Stacker Chairs,Furniture,Chairs,4,22,5427.99,1292.1264,0.07500000000000001,0.2380487804878049
FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,5,23,2705.7799999999997,499.3394,0.04,0.18454545454545457
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,4,15,2586.1879999999996,-48.796,0.275,-0.01886792452830189
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,7,44,901.506,44.166000000000004,0.17142857142857143,0.048991354466858796
FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs,1,1,207.184,25.898,0.2,0.125
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,4,22,6483.796,1540.704,0.1,0.2376237623762376
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,6,24,7582.374,832.9932000000001,0.13333333333333333,0.10985915492957748
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,9,34,6936.102,1233.0848,0.1111111111111111,0.17777777777777778
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,7,19,1311.876,-42.1096,0.17142857142857143,-0.03209876543209877
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,6,31,1589.406,253.8392,0.11666666666666668,0.15970695970695972
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,11,37,4619.987999999999,486.15560000000005,0.19090909090909092,0.10522875816993467
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,15,64,3641.274,234.234,0.18000000000000002,0.06432748538011697
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,2,7,1268.696,73.194,0.25,0.057692307692307696
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,7,19,764.7,76.9798,0.21428571428571427,0.10066666666666665
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,2,8,600.4680000000001,47.3096,0.15000000000000002,0.07878787878787878
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,14,54,5436.158,-474.7414,0.18571428571428572,-0.08733031674208144
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,6,19,1437.484,54.588,0.19999999999999998,0.0379746835443038
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,10,39,5989.204,267.3034,0.22727272727272727,0.04463087248322148
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,8,19,1448.839,63.8929,0.1375,0.044099378881987575
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,6,20,1842.268,155.372,0.18333333333333335,0.08433734939759037
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,9,35,3680.538,-491.175,0.18888888888888888,-0.13345195729537368
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,6,24,5282.424,-989.0496,0.21666666666666667,-0.1872340425531915
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,9,33,7979.4400000000005,926.1850000000001,0.16666666666666666,0.11607142857142858
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,10,29,1770.54,-216.31380000000001,0.21000000000000002,-0.12217391304347827
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,8,28,1396.442,-20.733200000000004,0.175,-0.014847161572052405
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,3,6,705.32,151.3232,0.16666666666666666,0.21454545454545454
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,7,21,5906.032,1052.8144,0.14285714285714285,0.1782608695652174
FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,2,8,969.252,204.3288,0.15,0.21081081081081082
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,14,59,4166.884,-503.1194,0.2285714285714286,-0.12074235807860262
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,10,43,2204.862,245.99699999999999,0.16,0.11157024793388429
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,9,39,1890.3799999999999,-131.107,0.1888888888888889,-0.06935483870967743
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,4,13,1242.054,139.3524,0.07500000000000001,0.1121951219512195
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,4,16,922.74,-133.4424,0.15000000000000002,-0.14461538461538462
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,6,22,1341.5220000000002,-32.6508,0.13333333333333333,-0.024338624338624333
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,8,31,9070.944,773.2608,0.225,0.08524590163934427
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,7,24,4420.056,41.1168,0.2714285714285714,0.009302325581395349
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,8,35,8665.194,1558.5910000000001,0.1875,0.17986798679867988
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8,34,8430.997,1388.6348,0.1875,0.1647058823529412
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,9,35,3150.576,499.851,0.13333333333333333,0.15865384615384615
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,13,53,11572.78,1179.374,0.2,0.10190930787589499
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,7,30,2389.902,-1.7763568394002505e-15,0.14285714285714285,-7.432760169246482e-19
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,9,44,2185.951,283.7474,0.2,0.12980501392757662
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,8,26,6410.874,854.7832000000001,0.175,0.13333333333333336
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,6,32,815.864,15.0832,0.26666666666666666,0.018487394957983194
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,6,20,1947.1770000000001,413.649,0.05000000000000001,0.21243523316062174
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,7,27,5212.112,972.6368,0.14285714285714285,0.18661087866108786
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,8,30,1830.148,80.97999999999999,0.225,0.04424778761061947
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,7,31,803.464,125.0166,0.14285714285714285,0.15559701492537312
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,6,23,2959.208,493.7046,0.11666666666666665,0.16683673469387755
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,8,21,1746.9540000000002,-246.3912,0.1875,-0.14104046242774565
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,8,24,1501.8980000000001,254.8244,0.1375,0.1696682464454976
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,6,24,1775.075,117.059,0.21666666666666667,0.06594594594594594
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,5,31,4185.48,342.88739999999996,0.16,0.08192307692307692
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,10,43,6748.482,281.96999999999997,0.16,0.04178272980501392
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,10,36,175.938,52.4832,0.06,0.2983050847457627
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,9,45,236.77800000000002,88.35,0.19999999999999998,0.3731343283582089
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,3,17,124.74,37.037,0.06666666666666667,0.2969135802469136
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,6,27,487.512,180.0198,0.06666666666666667,0.36926229508196723
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,6,16,308.99199999999996,94.51520000000001,0.13333333333333333,0.30588235294117655
FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,4,16,159.268,7.6888000000000005,0.35,0.048275862068965524
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,6,20,467.712,-129.92,0.26666666666666666,-0.27777777777777773
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,7,20,45.396,14.55,0.2285714285714286,0.32051282051282054
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,9,38,176.784,49.3776,0.1111111111111111,0.2793103448275862
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,5,19,441.72799999999995,28.257600000000004,0.24,0.06397058823529413
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,5,22,244.39999999999998,56.211999999999996,0.08,0.23
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,4,19,124.586,26.211599999999997,0.2,0.21038961038961038
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,5,18,1685.44,244.3888,0.16,0.145
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,4,14,1431.944,46.3276,0.05,0.032352941176470584
FUR-FU-10000305,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,Furnishings,3,7,468.46799999999996,51.105599999999995,0.06666666666666667,0.10909090909090909
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,7,26,1579.3719999999998,318.3616,0.028571428571428574,0.20157480314960632
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,6,30,82.832,26.720000000000002,0.16666666666666666,0.32258064516129037
FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,5,17,338.98,94.9144,0.0,0.27999999999999997
FUR-FU-10000409,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,3,7,98.868,42.2436,0.06666666666666667,0.4272727272727273
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,4,11,175.78,8.789,0.0,0.049999999999999996
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,4,13,357.948,94.7682,0.05,0.2647540983606557
FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,6,19,72.708,9.3126,0.2333333333333333,0.12808219178082192
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,5,23,3861.056,289.5791999999999,0.2,0.07499999999999997
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,8,34,455.07,183.1312,0.05,0.40242424242424246
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,5,22,258.72,87.9648,0.0,0.33999999999999997
FUR-FU-10000719,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,4,17,145.69,52.4484,0.0,0.36
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,9,33,1115.6399999999999,-125.1996,0.17777777777777778,-0.11222222222222224
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,7,22,133.136,39.187200000000004,0.028571428571428574,0.2943396226415095
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,7,23,1002.3639999999999,124.6058,0.028571428571428574,0.1243119266055046
FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,2,15,93.6,23.4,0.0,0.25
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings,5,23,513.712,123.9264,0.2,0.24123711340206186
FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",Furniture,Furnishings,4,22,138.16,58.0272,0.0,0.42000000000000004
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,5,17,155.38,52.8292,0.0,0.34
FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,Furniture,Furnishings,4,10,146.11399999999998,6.795999999999999,0.19999999999999998,0.04651162790697675
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,6,24,1184.232,448.76160000000004,0.09999999999999999,0.3789473684210527
FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,3,17,53.46,6.3666,0.26666666666666666,0.1190909090909091
FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings,7,23,168.744,48.822,0.17142857142857143,0.28932584269662925
FUR-FU-10001057,Tensor Track Tree Floor Lamp,Furniture,Furnishings,4,17,299.85,38.180899999999994,0.1,0.1273333333333333
FUR-FU-10001085,3M Polarizing Light Filter Sleeves,Furniture,Furnishings,4,14,216.34,75.34599999999999,0.2,0.34827586206896544
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,8,24,455.456,61.4336,0.225,0.13488372093023254
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,5,28,822.738,311.7744,0.04,0.37894736842105264
FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings,5,26,125.786,20.772,0.12,0.16513761467889906
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,4,17,681.454,256.1922,0.15,0.37594936708860766
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,4,21,867.2599999999999,266.072,0.05,0.3067961165048544
